2.080957191132967399e+00 5.841362027717483585e+00 4.929697372737561700e+00
2.960143521666002142e-01 3.175924547183484492e+00 4.145915108434222951e+00
2.164913993257103098e+00 6.197919946607139963e+00 7.737439175442105466e+00
1.457203582122410968e+00 1.224453100073480183e+00 7.021504857679174982e-01
2.061224012337571132e+00 4.739729120297379694e+00 7.969272484120341282e+00
3.334192635761321633e+00 6.861569041613500453e+00 4.014952788734682976e+00
1.820860557228337617e-01 3.806060783284874738e+00 2.951493958143478480e+00
2.449215537327994241e+00 6.299295569141202478e+00 5.529700543754415776e+00
1.052427099208470329e+00 1.435168790291954544e+00 1.408785743537834367e+00
1.839966568259690627e+00 5.544034463457575335e+00 7.420444651675108361e+00
9.168213807604083110e-01 2.512863091982617814e+00 3.042137326366695316e+00
-1.729424340457412779e-01 3.390506145136087390e+00 3.072347792773359121e+00
1.994501185370303187e+00 2.602558447169860401e+00 3.982011919966880420e+00
3.224695860675209858e+00 5.741298438398341197e+00 4.459911430401494847e+00
4.485698110485415446e-01 2.559859534957957372e+00 2.800765254050458175e+00
3.438795715071679915e+00 6.921842389166047660e+00 4.567662141312538004e+00
1.042320605649296184e+00 1.376484507581785532e-01 5.981802689569353237e-01
-1.457047397328514737e-01 2.666752868110127128e+00 3.213479288725912930e+00
2.679757018753742503e+00 5.987741297334858714e+00 4.058326554047669177e+00
3.223779579717067190e+00 6.150089105099818987e+00 7.371002949683977512e+00
2.116582318508730687e-01 1.345596597107499237e+00 1.953715690542547456e+00
3.035598228089750439e+00 5.768852827703295993e+00 5.214529272864240284e+00
6.506355501035421263e-01 3.834465260179237500e+00 2.684532547398644109e+00
1.146356917528521535e+00 2.774659892473403389e+00 3.012347592804989649e+00
1.974296375222298616e+00 5.859247733849017870e+00 7.587202426221621110e+00
2.213881128673726106e+00 3.282538770804567907e+00 3.683179151100340221e+00
1.682879410467664760e+00 1.208086186710394028e+00 1.724377436236356864e+00
2.344458791116765362e+00 5.508975707338049865e+00 8.073444817671322937e+00
2.392364490122480092e+00 5.932995459369216462e+00 8.471207487718764639e+00
1.416727160359186888e+00 7.052179947929594128e+00 7.669027712778582639e+00
-4.200426609390923716e-01 2.399850999333887014e+00 2.740849465647844596e+00
3.186897526107838052e-01 2.945595173692170388e+00 3.151156375983927393e+00
1.514679954428765241e+00 6.471412406550637542e+00 7.911799113495272096e+00
9.245485682151293183e-01 2.651388947129549756e+00 2.408770922161705297e+00
1.689970530007868010e+00 4.707567529221093894e-01 3.177432697990946187e-01
7.849468955487062249e-01 9.111346366365478122e-01 1.127757009512195374e+00
6.606807503979853502e-01 3.532475696039575119e+00 3.010868675511907178e+00
4.607628072743257253e-01 3.474683497479408967e+00 2.942112474523296495e+00
7.828957460702634652e-01 2.958539980609832032e+00 3.087533898957565803e+00
1.657917500809928057e+00 2.430003727900009292e+00 2.784939351556579012e+00
3.811964035945186069e+00 6.001726234536749693e+00 5.311968288136460714e+00
1.590561468530768074e+00 4.271364773964164918e+00 2.109452918720676529e+00
1.984302737710581521e+00 8.965871215929919202e-01 1.663092241796182869e+00
5.358111269102938667e-01 3.579060466327884438e+00 3.156988470642550837e+00
1.275116591274003008e+00 1.959062711335377571e+00 3.806900121919376545e+00
2.240904061599699126e+00 6.206573929304159520e+00 8.098864687998606371e+00
7.119788806574471884e-01 3.037531579046891306e+00 2.353252065594410691e+00
2.785880488596035764e+00 5.650407804584080651e+00 4.727187228762563365e+00
3.567487126910467765e+00 6.416896933186958307e+00 5.791734041827302448e+00
-4.702501820052151782e-01 2.141272424468382951e+00 1.011669014599504646e+00
2.355622775665647595e+00 6.491689302561526098e+00 5.564832013927684784e+00
2.657490582983713878e+00 6.260763919333060201e+00 4.032257908510147537e+00
2.290041837662704083e+00 6.397809433466370432e-01 1.039203763802411862e+00
8.098711391454800346e-01 3.883544389044714329e+00 3.784017579424276967e+00
1.017580660807627435e+00 2.245677459604974446e-01 1.279192428195301545e+00
1.418810559752799794e+00 1.182120359447488056e+00 1.728231391821891005e+00
7.876871080221471422e-01 3.456670805421785175e+00 2.364351748168204370e+00
5.855749812706745328e-01 3.529728512581360444e+00 3.690602241533053274e+00
1.064668643373857693e+00 8.557841246643195232e-01 9.483370233021961582e-01
1.638989068091753154e+00 5.794869354560002073e+00 8.679551543083807275e+00
2.127862459228688774e+00 6.145214998623591107e+00 7.410598102237144325e+00
3.028660100506816999e+00 5.925353203129792412e+00 4.596494426416501966e+00
2.021001855363210975e+00 5.717189415653058049e+00 7.806958537870348103e+00
2.632764668808927233e+00 5.536423856770305463e+00 5.014037190522110166e+00
1.154184106245129682e-01 3.339403224735749021e+00 2.992088209902061369e+00
-4.633908305560705543e-01 3.132094054989086995e+00 2.936185994125238619e+00
1.752537866757837959e+00 5.155545621382740862e+00 8.372644724267278349e+00
1.146463718802013476e+00 3.209905832076436205e+00 2.756274556077374704e+00
1.442468721417671462e+00 1.112864745216243456e+00 1.550813476643063460e+00
1.569326115937980770e+00 8.858428192520136912e-01 -1.963686278715126576e-03
7.484001269311275628e-01 3.700449034478795252e+00 2.237067482437824051e+00
3.877946112375967758e+00 6.200099363678006625e+00 8.108402126854366898e+00
3.384338642092864724e+00 5.441686364240796436e+00 4.772480479517167140e+00
2.290501009051748138e+00 5.889627409014348558e+00 7.974249734099108977e+00
1.786220977117396691e+00 5.978186511544405946e+00 7.590727382739504314e+00
1.696152300385450173e+00 5.746531736760673859e+00 7.527360059362394828e+00
1.925706527469605911e+00 6.318099982138982718e+00 7.996763528204442473e+00
2.893363632933363849e+00 5.398856440717665350e+00 4.396357650025199959e+00
2.393765993178409435e+00 5.775558279458433475e+00 8.738814608525917293e+00
1.209696243971009277e+00 6.089415631833388964e+00 7.932880599091761908e+00
1.176957490185541966e+00 3.177099671132392000e+00 3.085019742532313813e+00
9.104327175658032401e-01 2.761599924652939908e+00 3.218834307745827239e+00
3.151181522638770272e+00 5.807994875266558665e+00 5.361714903498199014e+00
1.713418080705979341e+00 5.739567918355727549e+00 7.925224151425748431e+00
6.527016512692801475e-01 7.950681181989315283e-01 1.346142873398738171e+00
1.658395979677735221e+00 6.099815295491947786e+00 7.313443743633315286e+00
2.491921852524145997e+00 6.741075601915134108e+00 7.970498448372241640e+00
9.034067150386626555e-01 2.912561340431544021e+00 2.954364373582850423e+00
1.312019373913963616e+00 1.153360434968311310e+00 9.789903924539128388e-01
1.484554305224285331e+00 3.498505766169824671e+00 2.551312479898883545e+00
2.027084273266049674e+00 6.185914088247925768e+00 8.514100852973054856e+00
9.806357938934332497e-01 2.929235048509972739e+00 3.330062128183866488e+00
2.770258270577464099e+00 6.477091290059628470e+00 4.957844031004070118e+00
1.878234626683142450e+00 1.694060915825513103e+00 3.306681585424211534e+00
1.298668437148680077e+00 3.406050789129356549e+00 2.716157559509827291e+00
1.363174084986110923e+00 1.370633459207987404e+00 8.440746460751519242e-01
1.063902835574970895e+00 3.280286724680345767e+00 3.139541658084117781e+00
7.570211282562910871e-01 2.634110649278731398e+00 3.180298410245710805e+00
1.256397824650548056e+00 3.401789331123822979e+00 2.738715283225933383e+00
3.538440480326642046e+00 6.930690621690979825e+00 4.646316896120441520e+00
6.875279255235344777e-01 6.768047256516496191e-01 5.455608646147847018e-01
3.391855267728700163e+00 4.920395436696265890e+00 5.388983286454982036e+00
2.369611070564833444e+00 6.775037233342881215e+00 8.818134068772945255e+00
1.905102003840617453e+00 5.858775605320058588e+00 7.241929480370295380e+00
8.633952015360722987e-01 2.979492816588075854e+00 3.740047028196169521e+00
1.735651548300529479e+00 5.434069697353336004e+00 7.745234506471496694e+00
1.651948074999794347e+00 5.983112390074493803e+00 8.085390980224893553e+00
1.980917112882746078e+00 5.682521299569469164e+00 7.408908976856285022e+00
3.634497175883821818e+00 6.225391946663261677e+00 5.866062937742495542e+00
-1.974667227284678805e-01 3.045414378031766400e+00 2.762705461488673020e+00
1.209511377483876382e+00 4.439646171891201698e-01 5.342742872982642055e-01
6.770658309839263644e-01 1.752538990427560339e+00 9.799594580574466640e-01
9.344083621730837619e-01 1.136796463282693903e+00 1.115950296629450111e+00
2.926192119764131405e+00 6.518627845113533326e+00 8.907259687737308695e+00
-4.092693688990365342e-01 1.030749710481339232e+00 8.035966087055099738e-01
2.324770477351450815e+00 5.806717088761961243e+00 8.079013501707484224e+00
8.035848122405386817e-02 8.670027192467447685e-01 6.939115670317215212e-01
9.859427276617459546e-01 3.193590235503179553e+00 3.099917367523278511e+00
1.050600282702315535e+00 5.349712569012318397e+00 8.396619602342585864e+00
3.690921823593967588e+00 5.590302612774331159e+00 5.167125706239096949e+00
1.089836614018806715e+00 2.357323764453262083e+00 3.504520237398742299e+00
